Consumo,TCO,TCS,TIN,TMT,TPR,TRE,TREH,total_general
1490,12,0,2,0,0,1,0,15
1491,7,1,0,0,0,0,0,8
1492,7,0,0,0,0,1,0,8
1493,9,0,0,0,0,3,1,13
1494,7,1,0,0,0,2,0,10
1495,5,0,0,0,0,1,0,6
1496,8,0,1,0,0,0,1,10
1497,3,2,1,0,0,5,0,11
1498,4,0,1,0,0,3,0,8
1499,6,2,0,0,0,3,0,11
1500,9,0,0,0,0,2,2,13
1501,8,1,0,0,0,4,1,14
1502,4,0,0,0,0,3,0,7
1503,7,1,0,0,0,4,0,12
1504,5,1,0,0,0,3,0,9
1505,8,1,0,0,0,3,0,12
1506,2,1,1,0,0,3,0,7
1507,4,0,0,0,0,1,0,5
1508,8,0,0,0,0,3,0,11
1509,7,1,0,0,0,2,0,10
1510,9,0,0,0,0,1,0,10
1511,8,0,1,0,0,6,1,16
1512,7,0,0,0,0,0,0,7
1513,8,0,0,0,0,3,0,11
1514,5,0,0,0,0,1,1,7
1515,9,0,1,0,0,1,1,12
1516,6,0,1,0,0,2,1,10
1517,5,1,1,0,0,3,0,10
1518,4,0,0,0,0,5,0,9
1519,5,1,2,0,0,3,0,11
1520,21,0,2,0,0,4,1,28
1521,8,0,0,0,0,1,0,9
1522,10,0,0,0,0,0,0,10
1523,8,0,0,0,0,1,0,9
1524,6,0,0,0,0,3,0,9
1525,10,0,0,0,0,3,0,13
1526,9,0,0,0,0,2,0,11
1527,11,0,0,0,0,4,0,15
1528,7,0,0,0,0,1,0,8
1529,2,0,0,0,0,4,0,6
1530,9,0,0,0,0,2,1,12
1531,6,0,0,0,0,2,0,8
1532,6,0,0,0,0,1,1,8
1533,7,0,0,0,0,0,0,7
1534,5,0,0,0,0,1,0,6
1535,4,0,0,0,0,1,0,5
1536,4,1,1,0,0,4,1,11
1537,9,0,2,0,0,4,0,15
1538,9,0,0,0,0,3,0,12
1539,8,0,0,0,0,1,1,10
1540,10,1,0,0,0,2,2,15
1541,6,1,0,0,0,3,0,10
1542,7,0,0,0,0,4,0,11
1543,3,0,0,0,0,1,0,4
1544,11,1,0,0,0,1,0,13
1545,6,0,0,0,0,2,0,8
1546,8,0,0,0,0,0,0,8
1547,9,0,2,0,0,2,0,13
1548,3,0,1,0,0,1,1,6
1549,7,1,0,0,0,1,0,9
1550,6,0,0,0,0,1,0,7
1551,4,0,0,0,0,1,0,5
1552,6,0,0,0,0,1,0,7
1553,6,0,0,0,0,2,0,8
1554,4,0,1,0,0,5,0,10
1555,8,0,1,0,0,3,0,12
1556,4,1,1,0,0,2,0,8
1557,6,2,0,0,0,0,0,8
1558,3,0,0,0,0,4,0,7
1559,10,1,0,0,0,2,0,13
1560,12,1,1,0,0,4,0,18
1561,2,1,0,0,0,2,2,7
1562,5,0,0,0,0,2,0,7
1563,5,0,0,0,0,1,0,6
1564,3,0,0,0,0,5,0,8
1565,3,0,0,0,0,3,0,6
1566,3,0,0,0,0,1,0,4
1567,6,0,0,0,0,3,0,9
1568,10,0,0,0,0,1,0,11
1569,8,0,0,0,0,1,0,9
1570,11,0,0,0,0,2,0,13
1571,6,0,0,0,0,0,1,7
1572,11,0,0,0,0,4,0,15
1573,2,0,2,0,0,4,0,8
1574,9,0,0,0,0,2,0,11
1575,5,0,1,0,0,2,0,8
1576,11,0,0,0,0,1,1,13
1577,7,0,0,0,0,1,0,8
1578,3,0,1,0,0,1,0,5
1579,5,1,0,0,0,2,0,8
1580,6,0,0,0,0,3,0,9
1581,4,0,0,0,0,1,0,5
1582,6,0,0,0,0,1,0,7
1583,3,0,0,0,0,2,0,5
1584,11,0,0,0,0,1,0,12
1585,5,0,0,0,0,2,0,7
1586,5,0,1,0,0,1,0,7
1587,3,0,0,0,0,0,0,3
1588,6,0,0,0,0,2,1,9
1589,5,0,0,0,0,2,0,7
1590,3,0,1,0,0,2,0,6
1591,8,0,1,0,0,1,0,10
1592,5,0,0,0,0,0,0,5
1593,9,1,2,0,0,3,0,15
1594,6,1,0,0,0,2,0,9
1595,12,1,0,0,0,1,0,14
1596,11,0,0,0,0,2,0,13
1597,4,0,1,0,0,2,1,8
1598,4,0,2,0,0,3,0,9
1599,5,1,0,0,0,3,0,9
1600,12,0,2,0,0,5,0,19
1601,5,0,0,0,0,3,1,9
1602,6,0,0,0,0,3,0,9
1603,5,0,0,0,0,1,0,6
1604,7,0,0,0,0,0,1,8
1605,10,0,0,0,0,1,0,11
1606,3,0,0,0,0,0,0,3
1607,5,0,0,0,0,3,2,10
1608,2,0,0,0,0,3,0,5
1609,8,0,0,0,0,1,0,9
1610,8,1,0,0,0,6,0,15
1611,3,0,0,0,0,3,0,6
1612,7,0,0,0,0,1,0,8
1613,7,0,0,0,0,1,0,8
1614,8,0,1,0,0,3,0,12
1615,10,0,0,0,0,1,0,11
1616,5,0,0,0,0,0,0,5
1617,3,0,0,0,0,2,1,6
1618,8,0,0,0,0,1,0,9
1619,4,0,0,0,0,1,0,5
1620,4,1,0,0,0,2,0,7
1621,7,0,0,0,0,0,0,7
1622,8,2,0,0,0,1,0,11
1623,9,0,0,0,0,2,0,11
1624,4,1,0,0,0,1,0,6
1625,2,1,0,0,0,3,1,7
1626,3,0,1,0,0,1,1,6
1627,10,0,0,0,0,1,1,12
1628,7,0,0,0,0,1,1,9
1629,10,0,0,0,0,4,0,14
1630,8,0,0,0,0,1,0,9
1631,4,1,1,0,0,1,1,8
1632,4,0,0,0,0,0,0,4
1633,8,0,0,0,0,0,0,8
1634,3,0,0,0,0,1,1,5
1635,1,0,0,0,0,0,0,1
1636,8,0,1,0,0,7,0,16
1637,6,1,0,0,0,0,0,7
1638,9,0,0,0,0,0,0,9
1639,5,0,0,0,0,0,0,5
1640,5,1,0,0,0,1,0,7
1641,5,0,0,0,0,1,1,7
1642,5,0,0,0,0,2,0,7
1643,9,0,0,0,0,0,0,9
1644,4,0,0,0,0,0,0,4
1645,2,0,0,0,0,1,0,3
1646,4,0,0,0,0,0,0,4
1647,5,1,2,0,0,2,0,10
1648,3,0,0,0,0,2,0,5
1649,8,0,1,0,0,1,0,10
1650,6,1,0,0,0,1,0,8
1651,4,0,0,0,0,1,0,5
1652,4,0,0,0,0,0,0,4
1653,4,0,0,0,0,1,0,5
1654,6,0,0,0,0,2,0,8
1655,5,0,0,0,0,1,0,6
1656,6,0,0,0,0,2,0,8
1657,5,0,0,0,0,2,0,7
1658,5,0,0,0,0,1,0,6
1659,8,0,0,0,0,1,0,9
1660,11,0,0,0,0,5,0,16
1661,5,2,0,0,0,3,0,10
1662,3,0,0,0,0,0,1,4
1663,3,0,0,0,0,2,0,5
1664,4,0,0,0,0,2,0,6
1665,5,1,0,0,0,4,1,11
1666,10,1,1,0,0,2,1,15
1667,7,0,0,0,0,4,0,11
1668,8,0,0,0,0,1,1,10
1669,9,0,0,0,0,1,0,10
1670,3,0,0,0,0,2,1,6
1671,4,0,0,0,0,3,0,7
1672,8,0,0,0,0,0,1,9
1673,7,0,0,0,0,3,0,10
1674,6,0,0,0,0,2,0,8
1675,2,0,1,0,0,0,0,3
1676,5,0,0,0,0,3,0,8
1677,5,0,0,0,0,1,0,6
1678,2,0,0,0,0,3,0,5
1679,7,0,0,0,0,1,0,8
1680,13,2,1,0,0,3,0,19
1681,3,0,1,0,0,2,1,7
1682,3,1,0,0,0,1,0,5
1683,2,0,0,0,0,2,0,4
1684,4,0,0,0,0,4,1,9
1685,7,0,0,0,0,0,0,7
1686,4,1,0,0,0,1,0,6
1687,6,1,0,0,0,2,0,9
1688,7,0,1,0,0,4,1,13
1689,4,0,0,0,0,0,1,5
1690,2,0,0,0,0,0,1,3
1691,8,0,1,0,0,0,0,9
1692,9,0,0,0,0,1,0,10
1693,7,0,0,0,0,0,0,7
1694,8,1,0,0,0,1,2,12
1695,7,0,0,0,0,3,0,10
1696,8,0,1,0,0,2,0,11
1697,3,0,1,0,0,1,0,5
1698,8,0,1,0,0,1,0,10
1699,8,0,0,0,0,1,1,10
1700,7,0,0,0,0,2,0,9
1701,2,1,0,0,0,4,0,7
1702,7,0,1,0,0,0,0,8
1703,5,0,0,0,0,1,1,7
1704,4,0,0,0,0,2,0,6
1705,2,0,0,0,0,1,0,3
1706,3,0,1,0,0,0,1,5
1707,3,0,0,0,0,2,1,6
1708,5,0,0,0,0,1,0,6
1709,9,1,0,0,0,4,0,14
1710,4,0,0,0,0,0,1,5
1711,7,1,0,0,0,1,0,9
1712,6,0,0,0,0,2,0,8
1713,2,1,0,0,0,0,1,4
1714,7,0,0,0,0,2,0,9
1715,3,0,0,0,0,3,0,6
1716,3,0,1,1,0,4,0,9
1717,5,1,0,0,0,1,0,7
1718,4,1,0,0,0,2,0,7
1719,7,1,0,0,0,0,1,9
1720,7,1,1,0,0,1,1,11
1721,8,0,2,0,0,2,0,12
1722,5,0,0,0,0,1,0,6
1723,4,0,0,0,0,3,1,8
1724,3,1,0,0,0,2,0,6
1725,3,0,1,0,0,1,0,5
1726,0,0,0,0,0,2,0,2
1727,8,2,0,0,0,1,1,12
1728,6,0,0,0,0,2,0,8
1729,7,0,0,0,0,2,0,9
1730,6,0,0,0,0,4,0,10
1731,8,0,0,0,0,0,0,8
1732,5,0,0,0,0,1,0,6
1733,5,0,1,0,0,1,0,7
1734,9,0,0,0,0,2,1,12
1735,2,0,0,0,0,0,0,2
1736,6,0,0,0,0,1,0,7
1737,4,0,0,0,0,2,0,6
1738,3,0,1,0,0,1,0,5
1739,3,0,0,0,0,4,2,9
1740,4,0,0,0,0,4,1,9
1741,6,0,0,0,0,2,0,8
1742,6,1,1,0,0,0,0,8
1743,6,0,0,0,0,2,0,8
1744,5,0,0,0,0,3,0,8
1745,6,0,0,0,0,0,0,6
1746,5,0,0,0,0,0,0,5
1747,8,0,0,0,0,3,0,11
1748,4,0,0,0,0,0,1,5
1749,7,0,0,0,0,0,0,7
1750,8,0,0,0,0,1,0,9
1751,4,0,0,0,0,0,0,4
1752,10,1,0,0,0,4,0,15
1753,2,0,0,0,0,1,0,3
1754,5,0,0,0,0,1,0,6
1755,8,0,0,0,0,0,1,9
1756,6,0,1,0,0,4,0,11
1757,4,0,0,0,0,0,0,4
1758,4,0,0,0,0,2,1,7
1759,3,0,0,0,0,1,0,4
1760,12,0,3,0,0,2,0,17
1761,4,1,0,0,0,1,0,6
1762,7,1,0,0,0,2,1,11
1763,1,0,0,0,0,1,0,2
1764,2,0,0,0,0,0,1,3
1765,6,0,0,0,0,2,0,8
1766,8,0,0,0,0,2,1,11
1767,2,0,0,0,0,1,0,3
1768,6,0,0,0,0,0,0,6
1769,4,0,1,0,0,0,0,5
1770,3,0,0,0,0,0,0,3
1771,4,0,0,0,0,0,1,5
1772,6,0,0,0,0,0,1,7
1773,3,1,0,0,0,0,0,4
1774,2,0,0,0,0,1,0,3
1775,4,0,0,0,0,0,0,4
1776,3,0,0,0,0,0,1,4
1777,10,0,0,0,0,1,0,11
1778,5,0,1,0,0,0,0,6
1779,4,0,0,0,0,3,0,7
1780,3,0,0,0,0,4,0,7
1781,5,0,0,0,0,2,0,7
1782,5,0,0,0,0,0,0,5
1783,4,0,0,0,0,1,0,5
1784,5,0,0,0,0,1,0,6
1785,9,0,0,0,0,0,1,10
1786,2,0,0,0,0,0,0,2
1787,7,0,0,0,0,0,0,7
1788,2,0,0,0,0,1,0,3
1789,5,0,0,0,0,2,0,7
1790,4,0,0,0,0,3,0,7
1791,2,1,0,0,0,1,0,4
1792,4,0,0,0,0,1,0,5
1793,3,0,0,0,0,2,0,5
1794,6,0,0,0,0,2,0,8
1795,5,1,0,0,0,1,0,7
1796,10,0,0,0,0,1,0,11
1797,4,0,0,0,0,1,0,5
1798,6,0,0,0,0,2,0,8
1799,4,0,0,0,0,3,0,7
1800,16,0,1,0,0,0,0,17
1801,7,0,0,0,0,2,0,9
1802,5,0,0,0,0,1,0,6
1803,2,0,0,0,0,0,0,2
1804,5,0,0,0,0,2,0,7
1805,6,0,0,0,0,1,0,7
1806,0,0,0,0,0,1,1,2
1807,1,0,0,0,0,3,0,4
1808,7,0,1,0,0,2,0,10
1809,5,0,0,0,0,0,0,5
1810,6,0,0,0,0,1,0,7
1811,5,0,0,0,0,0,0,5
1812,4,1,0,0,0,1,0,6
1813,1,2,0,0,0,2,0,5
1814,5,0,0,0,0,4,0,9
1815,5,0,0,0,0,0,0,5
1816,6,0,1,0,0,1,0,8
1817,5,0,1,0,0,0,0,6
1818,3,0,0,0,0,0,1,4
1819,11,0,0,0,0,0,0,11
1820,4,0,0,0,0,0,0,4
1821,4,1,0,0,0,3,0,8
1822,5,0,0,0,0,0,0,5
1823,5,0,0,0,0,1,0,6
1824,3,0,0,0,0,0,0,3
1825,4,0,0,0,0,1,0,5
1826,39,0,1,0,0,2,0,42
1827,10,0,0,0,0,4,0,14
1828,5,1,0,0,0,1,1,8
1829,6,0,0,0,0,0,0,6
1830,6,0,0,0,0,0,1,7
1831,5,0,0,0,0,1,0,6
1832,5,0,0,0,0,1,0,6
1833,6,0,1,0,0,1,0,8
1834,9,0,0,0,0,6,0,15
1835,6,0,0,0,0,1,0,7
1836,4,0,0,0,0,0,0,4
1837,5,0,0,0,0,1,0,6
1838,5,1,0,0,0,2,0,8
1839,3,1,0,0,0,0,0,4
1840,13,2,0,0,0,1,0,16
1841,6,0,1,0,0,0,0,7
1842,8,0,0,0,0,1,0,9
1843,10,0,0,0,0,3,0,13
1844,4,0,0,0,0,2,0,6
1845,1,0,0,0,0,0,0,1
1846,7,0,0,0,0,0,0,7
1847,7,0,0,0,0,2,0,9
1848,8,0,0,0,0,0,0,8
1849,4,0,0,0,0,2,0,6
1850,4,1,0,0,0,1,0,6
1851,6,1,0,0,0,2,0,9
1852,7,0,1,0,0,1,0,9
1853,4,0,0,0,0,1,0,5
1854,9,0,0,0,0,2,0,11
1855,3,0,0,0,0,0,0,3
1856,3,0,0,0,0,1,0,4
1857,5,0,0,0,0,1,0,6
1858,4,0,0,0,0,5,0,9
1859,4,0,0,0,0,0,0,4
1860,3,0,0,0,0,3,0,6
1861,3,0,0,0,0,4,0,7
1862,7,0,0,0,0,0,0,7
1863,6,0,0,0,0,0,0,6
1864,8,0,0,0,0,0,0,8
1865,4,0,0,0,0,1,0,5
1866,6,1,0,0,0,0,0,7
1867,5,0,0,0,0,0,0,5
1868,3,0,1,0,0,0,0,4
1869,6,0,0,0,0,0,0,6
1870,6,0,2,0,0,3,0,11
1871,6,0,0,0,0,1,0,7
1872,5,0,1,0,0,1,0,7
1873,5,0,0,0,0,2,1,8
1874,5,0,2,0,0,1,0,8
1875,2,0,0,0,0,0,0,2
1876,11,0,0,0,0,1,0,12
1877,7,0,1,0,0,2,0,10
1878,8,0,0,0,0,0,0,8
1879,1,0,1,0,0,0,1,3
1880,10,0,0,0,0,0,0,10
1881,6,0,0,0,0,2,0,8
1882,5,0,0,0,0,1,0,6
1883,7,0,0,0,0,1,0,8
1884,4,1,0,0,0,0,0,5
1885,8,0,0,0,0,2,0,10
1886,5,0,0,0,0,3,0,8
1887,6,0,0,0,0,1,0,7
1888,4,0,0,0,0,1,0,5
1889,7,0,1,0,0,0,0,8
1890,5,1,0,0,0,1,0,7
1891,2,0,0,0,0,0,0,2
1892,7,0,0,0,0,2,0,9
1893,3,0,0,0,0,1,0,4
1894,7,1,0,0,0,0,0,8
1895,5,0,0,0,0,2,0,7
1896,2,0,1,0,0,0,0,3
1897,3,0,0,0,0,0,0,3
1898,4,0,0,0,0,1,1,6
1899,3,0,0,0,0,1,0,4
1900,5,1,1,0,0,1,1,9
1901,4,0,0,0,0,4,0,8
1902,3,0,0,0,0,0,0,3
1903,4,0,0,0,0,2,0,6
1904,5,0,0,0,0,0,0,5
1905,6,1,0,0,0,2,0,9
1906,0,0,0,0,0,1,0,1
1907,5,0,0,0,0,0,0,5
1908,9,0,0,0,0,3,0,12
1909,2,0,0,0,0,1,0,3
1910,2,1,0,0,0,0,0,3
1911,3,0,0,0,0,0,0,3
1912,5,0,1,0,0,1,0,7
1913,0,0,0,0,0,2,0,2
1914,5,1,0,0,0,1,0,7
1915,2,0,0,0,0,1,1,4
1916,3,0,0,0,0,2,0,5
1917,1,0,0,0,0,1,0,2
1918,12,0,0,0,0,2,0,14
1919,1,0,0,0,0,0,0,1
1920,12,0,1,0,0,2,0,15
1921,6,0,0,0,0,0,1,7
1922,3,0,0,0,0,0,0,3
1923,5,0,0,0,0,0,0,5
1924,3,0,0,0,0,1,0,4
1925,4,0,1,0,0,0,0,5
1926,6,0,1,0,0,0,0,7
1927,8,0,0,0,0,0,1,9
1928,7,0,1,0,0,1,0,9
1929,5,0,0,0,0,1,0,6
1930,4,0,0,0,0,0,0,4
1931,4,0,0,0,0,1,0,5
1932,3,0,0,0,0,0,0,3
1933,5,0,0,0,0,0,0,5
1934,6,0,1,0,0,5,0,12
1935,6,1,0,0,0,0,0,7
1936,4,0,0,0,0,2,0,6
1937,4,0,0,0,0,1,0,5
1938,6,1,1,0,0,2,0,10
1939,8,0,0,0,0,0,0,8
1940,7,0,0,0,0,0,0,7
1941,5,0,0,0,0,0,0,5
1942,4,0,0,0,0,1,0,5
1943,2,0,0,0,0,1,0,3
1944,4,0,1,0,0,1,0,6
1945,2,0,2,0,0,1,0,5
1946,3,0,0,0,0,1,0,4
1947,3,0,0,0,0,0,0,3
1948,6,0,0,0,0,1,0,7
1949,4,0,0,0,0,1,0,5
1950,8,0,0,0,0,1,0,9
1951,6,0,0,0,0,4,1,11
1952,1,1,0,0,0,5,1,8
1953,5,0,0,0,0,0,0,5
1954,10,0,0,0,0,2,0,12
1955,3,2,0,0,0,0,0,5
1956,1,0,0,0,0,1,0,2
1957,8,0,1,0,0,2,0,11
1958,2,0,0,0,0,0,0,2
1959,1,0,0,0,0,0,0,1
1960,5,1,0,0,0,2,0,8
1961,5,0,0,0,0,0,0,5
1962,2,0,0,0,0,0,0,2
1963,3,0,0,0,0,2,0,5
1964,7,0,0,0,0,0,0,7
1965,6,0,0,0,0,1,0,7
1966,5,0,0,0,0,1,0,6
1967,5,0,0,0,0,1,0,6
1968,1,0,0,0,0,2,0,3
1969,4,0,0,0,0,0,0,4
1970,3,0,1,0,0,3,0,7
1971,3,0,0,0,0,3,0,6
1972,3,0,0,0,0,0,0,3
1973,6,1,0,0,0,0,0,7
1974,5,0,0,0,0,0,0,5
1975,4,0,0,0,0,0,0,4
1976,4,0,0,0,0,0,1,5
1977,5,0,1,0,0,0,0,6
1978,3,0,1,0,0,0,0,4
1979,3,0,0,0,0,1,0,4
1980,3,0,1,0,0,2,0,6
1981,5,1,0,0,0,0,1,7
1982,6,0,0,0,0,1,0,7
1983,3,0,0,0,0,1,0,4
1984,5,0,0,0,0,5,0,10
1985,3,1,0,0,0,0,0,4
1986,2,0,1,0,0,2,0,5
1987,4,0,0,0,0,0,0,4
1988,4,0,0,0,0,1,0,5
1989,1,1,0,0,0,0,0,2
1990,6,0,0,0,0,0,0,6
1991,3,0,0,0,0,1,1,5
1992,7,0,0,0,0,1,0,8
1993,10,0,0,0,0,1,0,11
1994,5,0,0,0,0,1,0,6
1995,4,0,0,0,0,0,0,4
1996,2,1,0,0,0,0,0,3
1997,6,0,0,0,0,2,0,8
1998,4,0,0,0,0,3,0,7
1999,2,0,1,0,0,1,0,4
2000,13,0,3,0,0,1,0,17
2001,6,0,0,0,0,2,0,8
2002,5,0,0,0,0,1,0,6
2003,7,1,0,0,0,0,0,8
2004,3,0,0,0,0,2,0,5
2005,4,0,0,0,0,1,0,5
2006,3,0,0,0,0,0,0,3
2007,4,0,0,0,0,4,0,8
2008,4,0,0,0,0,0,0,4
2009,5,0,0,0,0,0,0,5
2010,9,0,0,0,0,0,0,9
2011,3,1,0,0,0,0,0,4
2012,1,0,0,0,0,0,0,1
2013,8,0,0,0,0,1,0,9
2014,2,0,0,0,0,4,0,6
2015,2,0,0,0,0,1,0,3
2016,7,0,0,0,0,0,1,8
2017,6,0,0,0,0,0,1,7
2018,4,0,1,0,0,0,0,5
2019,7,0,1,0,0,1,1,10
2020,7,0,1,0,0,0,0,8
2021,2,0,0,0,0,0,0,2
2022,2,0,1,0,0,0,0,3
2023,3,0,0,0,0,0,0,3
2024,3,0,1,0,0,3,0,7
2025,4,0,0,0,0,0,0,4
2026,1,0,0,0,0,0,0,1
2027,5,0,1,0,0,2,0,8
2028,4,0,0,0,0,0,0,4
2029,5,0,0,0,0,0,0,5
2030,2,0,0,0,0,2,1,5
2031,3,0,1,0,0,0,0,4
2032,4,0,0,0,0,4,0,8
2033,9,0,0,0,0,0,0,9
2034,7,0,0,0,0,2,0,9
2035,3,0,0,0,0,0,0,3
2036,5,0,0,0,0,0,0,5
2037,5,0,0,0,0,0,0,5
2038,1,0,0,0,0,2,0,3
2039,4,0,0,0,0,1,0,5
2040,11,1,0,0,0,2,0,14
2041,5,0,0,0,0,0,0,5
2042,5,0,0,0,0,0,1,6
2043,4,0,1,0,0,0,0,5
2044,4,1,0,0,0,1,1,7
2045,4,0,0,0,0,0,0,4
2046,8,0,0,0,0,2,0,10
2047,6,0,0,0,0,0,0,6
2048,1,0,0,0,0,1,0,2
2049,4,0,0,0,0,2,0,6
2050,5,0,0,0,0,1,0,6
2051,4,0,0,0,0,0,0,4
2052,2,0,0,0,0,2,0,4
2053,7,0,0,0,0,1,0,8
2054,4,0,0,0,0,1,0,5
2055,3,0,0,0,0,3,0,6
2056,3,0,0,0,0,1,0,4
2057,5,0,0,0,0,0,1,6
2058,2,0,1,0,0,1,0,4
2059,5,0,0,0,0,0,0,5
2060,6,0,0,0,0,1,0,7
2061,7,0,0,0,0,1,0,8
2062,6,0,0,0,0,1,0,7
2063,5,0,0,0,0,0,0,5
2064,4,0,1,0,0,0,0,5
2065,5,0,0,0,0,0,1,6
2066,8,0,0,0,0,0,0,8
2067,4,0,1,0,0,1,0,6
2068,2,0,0,0,0,2,0,4
2069,3,1,0,0,0,0,0,4
2070,5,0,0,0,0,0,0,5
2071,4,0,0,0,0,1,0,5
2072,3,0,0,0,0,0,0,3
2073,2,0,0,0,0,0,0,2
2074,6,0,0,0,0,1,0,7
2075,4,0,0,0,0,0,0,4
2076,4,0,0,0,0,0,0,4
2077,3,1,0,0,0,2,0,6
2078,3,0,0,0,0,0,0,3
2079,4,0,0,0,0,1,0,5
2080,8,0,3,0,0,0,0,11
2081,2,0,1,0,0,0,0,3
2082,4,0,0,0,0,0,1,5
2083,3,1,0,0,0,2,0,6
2084,2,0,0,0,0,1,0,3
2085,1,0,0,0,0,1,0,2
2086,4,0,0,0,0,0,1,5
2087,4,0,0,0,0,1,0,5
2088,5,1,0,0,0,0,0,6
2089,4,0,0,0,0,0,0,4
2090,8,0,0,0,0,0,0,8
2091,6,1,0,0,0,0,0,7
2092,3,0,0,0,0,1,0,4
2093,3,0,1,0,0,2,1,7
2094,4,0,0,0,0,0,0,4
2095,7,0,0,0,0,0,0,7
2096,4,1,0,0,0,1,0,6
2097,1,0,0,0,0,1,0,2
2098,5,0,0,0,0,1,0,6
2099,5,0,0,0,0,0,0,5
2100,15,1,0,0,0,2,0,18
2101,6,1,0,0,0,0,0,7
2102,3,0,0,0,0,0,0,3
2103,2,0,0,0,0,2,0,4
2104,2,0,1,0,0,1,0,4
2105,5,0,0,0,0,0,0,5
2106,6,0,0,0,0,0,0,6
2107,1,0,0,0,0,0,0,1
2108,0,0,0,0,0,2,0,2
2109,2,0,0,0,0,0,0,2
2110,8,0,0,0,0,1,0,9
2111,3,0,0,0,0,0,0,3
2112,3,0,1,0,0,1,0,5
2113,3,1,0,0,0,0,0,4
2114,4,0,0,0,0,2,0,6
2115,2,0,0,0,0,0,0,2
2116,4,0,0,0,0,0,0,4
2117,5,0,1,0,0,0,0,6
2118,2,0,0,0,0,1,0,3
2119,3,0,0,0,0,2,0,5
2120,9,1,0,0,0,3,0,13
2121,4,0,0,0,0,3,0,7
2122,3,1,0,0,0,0,0,4
2123,3,0,0,0,0,0,0,3
2124,3,0,0,0,0,0,0,3
2125,7,0,0,0,0,0,0,7
2126,6,0,0,0,0,0,0,6
2127,3,0,0,0,0,2,0,5
2128,1,0,0,0,0,1,0,2
2129,3,0,0,0,0,1,0,4
2130,2,0,0,0,0,1,0,3
2131,4,0,0,0,0,0,0,4
2132,6,0,0,0,0,0,0,6
2133,4,0,0,0,0,0,0,4
2134,4,0,0,0,0,0,0,4
2135,10,0,0,0,0,1,0,11
2136,7,0,1,0,0,3,0,11
2137,5,0,0,0,0,0,0,5
2138,3,0,0,0,0,0,1,4
2139,4,0,0,0,0,0,1,5
2140,6,0,0,0,0,0,0,6
2141,4,1,0,0,0,1,0,6
2142,3,0,0,0,0,0,0,3
2143,5,0,0,0,0,1,0,6
2144,3,0,1,0,0,1,0,5
2145,5,0,0,0,0,1,0,6
2146,6,0,0,0,0,0,0,6
2147,5,0,0,0,0,0,0,5
2148,1,0,0,0,0,0,0,1
2149,5,0,0,0,0,0,0,5
2150,3,0,0,0,0,0,0,3
2151,7,0,0,0,0,0,0,7
2152,4,1,0,0,0,1,0,6
2153,7,0,0,0,0,1,0,8
2154,4,0,0,0,0,0,0,4
2155,3,0,1,0,0,1,0,5
2156,2,1,0,0,0,1,0,4
2157,4,0,0,0,0,1,0,5
2158,3,0,0,0,0,1,0,4
2159,4,0,0,0,0,0,0,4
2160,21,1,0,0,0,1,1,24
2161,1,0,0,0,0,1,0,2
2162,4,0,0,0,0,1,0,5
2163,2,0,0,0,0,0,0,2
2164,3,0,0,0,0,1,0,4
2165,2,0,1,0,0,2,0,5
2167,3,0,0,0,0,1,0,4
2168,4,0,0,0,0,1,0,5
2169,4,1,0,0,0,0,0,5
2170,3,1,0,0,0,1,0,5
2171,9,0,0,0,0,0,0,9
2172,4,0,0,0,0,1,0,5
2174,5,0,1,0,0,1,0,7
2175,7,0,0,0,0,0,0,7
2176,3,0,0,0,0,0,1,4
2177,6,0,0,0,0,1,0,7
2178,3,0,0,0,0,0,0,3
2179,3,0,0,0,0,0,0,3
2180,7,0,0,0,0,1,0,8
2181,4,0,0,0,0,0,3,7
2182,1,0,0,0,0,1,0,2
2183,2,0,0,0,0,0,0,2
2184,5,0,1,0,0,1,0,7
2185,3,0,0,0,0,0,0,3
2186,2,0,1,0,0,1,1,5
2187,2,0,0,0,0,0,0,2
2188,4,0,0,0,0,0,0,4
2189,4,0,0,0,0,0,1,5
2190,3,0,1,0,0,1,0,5
2191,3,0,0,0,0,0,0,3
2192,8,0,0,0,0,0,1,9
2193,10,1,0,0,0,1,0,12
2194,5,0,0,0,0,2,0,7
2195,5,0,0,0,0,0,0,5
2196,5,0,0,0,0,0,0,5
2197,7,0,0,0,0,0,0,7
2198,4,0,0,0,0,0,0,4
2199,3,0,0,0,0,0,0,3
2200,11,1,0,0,0,2,0,14
2201,7,0,0,0,0,0,0,7
2202,2,0,0,0,0,1,0,3
2203,5,0,0,0,0,0,0,5
2204,3,0,0,0,0,1,0,4
2205,5,1,1,0,0,1,0,8
2206,3,1,0,0,0,1,0,5
2207,1,0,0,0,0,3,0,4
2208,4,0,0,0,0,0,0,4
2209,2,0,0,0,0,2,0,4
2210,5,0,0,0,0,2,0,7
2211,2,0,0,0,0,0,0,2
2212,6,0,0,0,0,1,0,7
2213,3,0,0,0,0,0,0,3
2214,3,0,0,0,0,0,0,3
2215,1,0,0,0,0,0,0,1
2216,3,0,0,0,0,3,0,6
2217,6,0,0,0,0,0,0,6
2218,5,0,0,0,0,1,0,6
2219,4,0,0,0,0,2,0,6
2220,7,0,0,0,0,0,1,8
2221,3,2,1,0,0,0,1,7
2222,8,0,0,0,0,0,0,8
2223,6,0,0,0,0,0,0,6
2224,5,1,0,0,0,0,0,6
2225,1,0,1,0,0,0,0,2
